City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
59,Kharp,RU,2021-11-28 18:12:30,66.8014,65.8081,-9.65,99,91,1.05
60,Cravo Norte,CO,2021-11-28 18:12:31,6.3017,-70.2041,91.56,48,31,10.13
61,Wageningen,NL,2021-11-28 18:12:31,51.9667,5.6667,37.6,100,90,1.14
62,Ust-Maya,RU,2021-11-28 18:12:31,60.4167,134.5333,-2.29,97,100,5.3
63,Kalmunai,LK,2021-11-28 18:12:32,7.4167,81.8167,78.75,85,99,4.43
64,Kigorobya,UG,2021-11-28 18:12:32,1.6162,31.3089,68.0,86,69,0.85
65,Uray,RU,2021-11-28 18:12:32,60.1247,64.7758,21.76,84,100,10.67
66,Coquimbo,CL,2021-11-28 18:12:33,-29.9533,-71.3436,65.93,68,0,16.11
67,Raymond,US,2021-11-28 18:12:33,43.9015,-70.4703,36.0,34,45,3.22
68,Venado Tuerto,AR,2021-11-28 18:12:33,-33.7456,-61.9688,76.51,39,56,18.84
69,Mayumba,GA,2021-11-28 18:12:34,-3.432,10.6554,78.12,88,94,9.33
70,Sarkand,KZ,2021-11-28 18:12:34,45.41,79.9186,29.61,58,0,7.67
71,Montecristo,CO,2021-11-28 18:12:34,8.2971,-74.4733,85.35,81,51,1.97
72,Bukama,CD,2021-11-28 18:12:34,-9.2,25.85,73.58,80,68,0.02
73,Tasiilaq,GL,2021-11-28 18:08:19,65.6145,-37.6368,26.76,98,98,1.9
74,Chokurdakh,RU,2021-11-28 18:12:35,70.6333,147.9167,-39.46,100,95,0.94
75,Berlevag,NO,2021-11-28 18:12:35,70.8578,29.0864,10.4,88,39,16.22
76,Namibe,AO,2021-11-28 18:08:57,-15.1961,12.1522,70.02,75,89,9.04
77,Grand Baie,MU,2021-11-28 18:12:36,-20.0182,57.5802,77.47,69,31,6.13
78,Hobart,AU,2021-11-28 18:12:36,-42.8794,147.3294,48.06,93,20,5.75
79,Los Llanos De Aridane,ES,2021-11-28 18:12:36,28.6585,-17.9182,62.35,72,75,17.27
80,Batagay,RU,2021-11-28 18:12:37,67.6333,134.6333,-14.01,100,100,1.21
81,Karratha,AU,2021-11-28 18:08:44,-20.7377,116.8463,81.88,63,3,5.3
82,Narsaq,GL,2021-11-28 18:12:37,60.9167,-46.05,35.82,98,100,5.64
83,Port Elizabeth,ZA,2021-11-28 18:12:37,-33.918,25.5701,66.49,72,0,25.32
84,Paita,PE,2021-11-28 18:12:38,-5.0892,-81.1144,77.56,69,28,14.7
85,Victoria,HK,2021-11-28 18:10:29,22.2855,114.1577,69.78,73,6,7.27
86,Cockburn Town,TC,2021-11-28 18:12:38,21.4612,-71.1419,80.56,65,40,10.36
87,Carnarvon,AU,2021-11-28 18:12:38,-24.8667,113.6333,77.07,61,2,17.27
88,Kodiak,US,2021-11-28 18:10:40,57.79,-152.4072,6.31,56,1,6.91
89,Toboso,PH,2021-11-28 18:12:39,10.7144,123.5162,78.78,84,86,2.8
90,Manakara,MG,2021-11-28 18:12:39,-22.1333,48.0167,69.76,70,99,3.8
91,Sisimiut,GL,2021-11-28 18:08:46,66.9395,-53.6735,30.13,86,100,8.88
92,Powell,US,2021-11-28 18:12:40,40.1578,-83.0752,40.84,65,75,18.41
93,Sao Filipe,CV,2021-11-28 18:12:40,14.8961,-24.4956,77.95,69,58,13.76
94,Florianopolis,BR,2021-11-28 18:13:40,-27.6146,-48.5012,76.23,69,40,13.8
95,Nabire,ID,2021-11-28 18:13:39,-3.3667,135.4833,76.62,91,100,3.76
96,Tarabuco,BO,2021-11-28 18:13:41,-19.1667,-64.9167,62.62,53,77,14.36
97,Pandamatenga,BW,2021-11-28 18:13:41,-18.5278,25.627,78.55,36,28,7.65
98,Siocon,PH,2021-11-28 18:13:41,7.7061,122.1353,78.51,87,85,5.17
99,Waingapu,ID,2021-11-28 18:13:42,-9.6567,120.2641,79.18,84,100,3.4
100,Tura,IN,2021-11-28 18:13:42,25.5198,90.2201,60.04,70,3,3.69
101,Esperance,AU,2021-11-28 18:13:42,-33.8667,121.9,68.29,58,100,11.92
102,Bethel,US,2021-11-28 18:13:43,41.3712,-73.414,35.96,69,90,0.0
103,Goderich,CA,2021-11-28 18:11:49,43.7501,-81.7165,34.68,89,100,16.24
104,Monte Alegre,BR,2021-11-28 18:13:43,-2.0078,-54.0692,92.52,41,63,5.93
105,Tefe,BR,2021-11-28 18:13:43,-3.3542,-64.7114,86.11,84,20,3.44
106,Ponta Do Sol,PT,2021-11-28 18:13:44,32.6667,-17.1,63.23,76,46,8.61
107,Georgetown,MY,2021-11-28 18:12:17,5.4112,100.3354,76.93,94,20,0.0
108,Atkinson,US,2021-11-28 18:13:44,42.8384,-71.147,36.84,44,90,5.75
109,Muyezerskiy,RU,2021-11-28 18:09:10,63.9333,31.65,6.24,98,97,4.29
110,Bengkulu,ID,2021-11-28 18:13:45,-3.8004,102.2655,76.53,86,94,4.79
111,Tual,ID,2021-11-28 18:11:22,-5.6667,132.75,83.14,71,91,1.34
112,Bluff,NZ,2021-11-28 18:13:45,-46.6,168.3333,52.43,74,77,18.1
113,Kisangani,CD,2021-11-28 18:13:45,0.5167,25.2,72.7,95,100,1.41
114,Havre-Saint-Pierre,CA,2021-11-28 18:13:46,50.2334,-63.5986,35.6,80,90,17.27
115,Karabash,RU,2021-11-28 18:13:46,55.4808,60.2157,22.84,77,100,4.05
116,Astana,KZ,2021-11-28 18:13:46,51.1801,71.446,-0.45,78,7,8.95
117,Itambacuri,BR,2021-11-28 18:13:47,-18.0311,-41.685,87.85,52,38,6.26
118,East London,ZA,2021-11-28 18:09:38,-33.0153,27.9116,70.2,79,25,2.93
119,Lebu,CL,2021-11-28 18:13:47,-37.6167,-73.65,57.7,62,1,18.92
120,Bubaque,GW,2021-11-28 18:13:47,11.2833,-15.8333,83.61,71,18,13.56
121,Acapulco,MX,2021-11-28 18:12:21,16.8634,-99.8901,87.62,58,40,8.05
122,Sur,OM,2021-11-28 18:13:48,22.5667,59.5289,75.16,55,0,2.01
123,Pitea,SE,2021-11-28 18:12:56,65.3172,21.4794,1.49,87,49,2.59
124,Saint-Pierre,RE,2021-11-28 18:13:48,-21.3393,55.4781,76.68,78,90,5.75
125,Thompson,CA,2021-11-28 18:12:42,55.7435,-97.8558,7.21,78,44,2.68
126,Saint-Philippe,RE,2021-11-28 18:13:48,-21.3585,55.7679,76.59,84,58,3.6
127,Dharchula,IN,2021-11-28 18:13:49,29.85,80.5333,51.4,34,0,6.85
128,Nago,JP,2021-11-28 18:13:49,26.5881,127.9761,71.67,67,100,19.04
129,Yellowknife,CA,2021-11-28 18:13:49,62.456,-114.3525,14.52,92,90,16.11
130,Mareeba,AU,2021-11-28 18:13:50,-17.0,145.4333,70.52,99,55,2.26
131,Viedma,AR,2021-11-28 18:10:24,-40.8135,-62.9967,76.15,23,0,11.48
132,Sao Paulo De Olivenca,BR,2021-11-28 18:13:50,-3.3783,-68.8725,85.91,71,100,1.68
133,Hilo,US,2021-11-28 18:13:51,19.7297,-155.09,71.33,78,1,4.61
134,Saskylakh,RU,2021-11-28 18:12:12,71.9167,114.0833,-13.74,98,100,5.39
135,Xichang,CN,2021-11-28 18:13:51,27.8964,102.2634,45.81,83,3,0.98
136,Norman Wells,CA,2021-11-28 18:13:51,65.282,-126.8329,-16.82,97,100,4.74
137,Hambantota,LK,2021-11-28 18:13:51,6.1241,81.1185,77.99,86,100,4.21
138,Flinders,AU,2021-11-28 18:13:52,-34.5833,150.8552,54.14,88,9,6.73
139,Mugur-Aksy,RU,2021-11-28 18:13:52,50.35,90.5,5.88,90,60,6.46
140,Moose Factory,CA,2021-11-28 18:14:52,51.2585,-80.6094,21.2,79,90,2.3
141,Luderitz,NA,2021-11-28 18:10:10,-26.6481,15.1594,63.84,76,2,11.39
142,Tautira,PF,2021-11-28 18:13:41,-17.7333,-149.15,82.42,79,81,19.33
143,Castro,BR,2021-11-28 18:14:53,-24.7911,-50.0119,83.17,37,73,8.16
144,Bardsir,IR,2021-11-28 18:14:53,29.9227,56.5743,46.45,40,90,3.56
145,Cabo San Lucas,MX,2021-11-28 18:14:42,22.8909,-109.9124,77.31,69,90,5.75
146,Jumla,NP,2021-11-28 18:14:54,29.2747,82.1838,39.94,64,1,4.83
147,Atuona,PF,2021-11-28 18:14:54,-9.8,-139.0333,78.22,73,2,19.35
148,Iqaluit,CA,2021-11-28 18:14:54,63.7506,-68.5145,24.53,63,90,10.36
149,Birao,CF,2021-11-28 18:14:55,10.2849,22.7882,80.47,22,23,6.35
150,Mahebourg,MU,2021-11-28 18:14:55,-20.4081,57.7,77.29,78,20,4.61
151,Dolores,AR,2021-11-28 18:14:55,-36.3132,-57.6792,76.19,51,100,12.71
152,Airai,TL,2021-11-28 18:14:56,-8.9266,125.4092,61.12,91,98,0.58
153,Fare,PF,2021-11-28 18:14:56,-16.7,-151.0167,80.78,76,73,12.48
154,Orje,NO,2021-11-28 18:14:56,59.4802,11.6602,23.74,73,100,8.39
155,Kaduqli,SD,2021-11-28 18:14:56,11.0167,29.7167,85.1,26,0,6.4
156,Vao,NC,2021-11-28 18:14:57,-22.6667,167.4833,75.51,89,69,21.34
157,Shalya,RU,2021-11-28 18:14:57,57.2471,58.7298,24.75,86,97,11.12
158,Puerto Ayora,EC,2021-11-28 18:14:57,-0.7393,-90.3518,76.96,80,96,9.78
159,Kijang,KR,2021-11-28 18:14:58,35.2442,129.2139,38.93,41,100,5.5
160,Fortuna,US,2021-11-28 18:14:58,40.5982,-124.1573,52.14,79,100,3.67
161,Djibo,BF,2021-11-28 18:14:58,14.1022,-1.6306,88.07,11,74,8.75
162,Kropotkin,RU,2021-11-28 18:14:59,45.4375,40.5756,53.87,68,100,6.24
163,Saint George,US,2021-11-28 18:14:59,37.1041,-113.5841,66.67,29,1,0.0
164,Nambucca Heads,AU,2021-11-28 18:14:59,-30.65,153.0,62.6,89,88,5.46
165,Saint Anthony,US,2021-11-28 18:14:59,45.0205,-93.218,37.33,41,1,9.22
166,Kralendijk,BQ,2021-11-28 18:15:00,12.15,-68.2667,87.78,62,75,13.8
167,Purificacion,CO,2021-11-28 18:15:00,3.8587,-74.9313,85.77,64,45,0.67
168,Inhambane,MZ,2021-11-28 18:15:00,-23.865,35.3833,73.38,68,20,5.75
169,Buala,SB,2021-11-28 18:15:01,-8.145,159.5921,79.99,82,86,5.37
170,Seddon,AU,2021-11-28 18:15:01,-37.8068,144.8916,52.47,93,0,6.91
171,Port Pirie,AU,2021-11-28 18:15:01,-33.1833,138.0167,59.09,46,0,2.98
172,Lata,PT,2021-11-28 18:15:02,40.1629,-8.3327,54.01,95,92,5.59
173,Taltal,CL,2021-11-28 18:15:02,-25.4,-70.4833,67.05,64,9,6.58
174,Busselton,AU,2021-11-28 18:15:03,-33.65,115.3333,59.29,91,77,8.14
175,Korla,CN,2021-11-28 18:15:03,41.7597,86.1469,24.64,44,0,3.31
176,Laguna,US,2021-11-28 18:15:03,38.421,-121.4238,66.7,74,1,5.75
177,Tuktoyaktuk,CA,2021-11-28 18:15:04,69.4541,-133.0374,-7.6,71,90,18.41
178,Yanam,IN,2021-11-28 18:15:04,16.7333,82.2167,75.34,83,100,6.42
179,Pushkino,RU,2021-11-28 18:15:04,56.0172,37.8667,37.49,96,100,4.43
180,Grindavik,IS,2021-11-28 18:15:05,63.8424,-22.4338,43.27,100,90,14.97
181,Steinheim,DE,2021-11-28 18:15:05,51.8707,9.0914,36.46,98,100,3.56
182,Chipinge,ZW,2021-11-28 18:15:05,-20.1883,32.6236,64.56,65,5,5.21
183,Kabanjahe,ID,2021-11-28 18:15:06,3.1001,98.4908,63.36,96,100,3.51
184,Mount Isa,AU,2021-11-28 18:15:06,-20.7333,139.5,76.77,31,2,10.36
185,The Valley,AI,2021-11-28 18:15:06,18.217,-63.0578,87.66,70,20,11.5
186,Hay River,CA,2021-11-28 18:16:07,60.8156,-115.7999,12.18,85,90,5.75
187,Obo,CF,2021-11-28 18:16:07,5.3998,26.4869,78.64,46,100,3.22
188,Hofn,IS,2021-11-28 18:16:07,64.2539,-15.2082,31.08,96,100,6.46
189,Port Lincoln,AU,2021-11-28 18:15:19,-34.7333,135.8667,58.98,77,0,7.25
190,Uppsala,SE,2021-11-28 18:16:08,60.0,17.75,17.04,93,71,0.0
191,Honningsvag,NO,2021-11-28 18:16:08,70.9821,25.9704,11.95,79,75,18.41
192,Nizwa,OM,2021-11-28 18:16:08,22.9333,57.5333,71.47,37,0,9.55
193,Heide,DE,2021-11-28 18:16:08,54.2,9.1,32.09,91,82,3.58
194,Viking,CA,2021-11-28 18:16:09,53.1001,-111.7684,35.46,85,100,1.63
195,Guerrero Negro,MX,2021-11-28 18:13:56,27.9769,-114.0611,74.3,38,0,3.85
196,Clarksville,US,2021-11-28 18:14:04,36.5298,-87.3595,53.13,49,1,9.22
197,Sawai Madhopur,IN,2021-11-28 18:16:09,25.9833,76.3667,65.62,46,3,4.03
198,Maryville,US,2021-11-28 18:15:51,35.7565,-83.9705,57.45,38,40,6.91
199,Broome,US,2021-11-28 18:16:10,42.2506,-75.833,30.97,100,90,4.61
200,Ribeira Grande,PT,2021-11-28 18:16:10,38.5167,-28.7,64.8,59,20,4.61
201,Cape Town,ZA,2021-11-28 18:12:22,-33.9258,18.4232,68.41,73,40,4.61
202,Santa Cruz,BO,2021-11-28 18:14:40,-17.8,-63.1667,87.26,58,75,25.32
203,Nelson Bay,AU,2021-11-28 18:16:11,-32.7167,152.15,60.85,76,95,6.46
204,La Romana,DO,2021-11-28 18:16:11,18.4273,-68.9728,89.96,58,40,13.8
205,Madisonville,US,2021-11-28 18:16:11,37.3281,-87.4989,48.81,45,86,10.71
206,Teya,RU,2021-11-28 18:16:11,60.3778,92.6267,24.35,87,100,10.89
207,Honiara,SB,2021-11-28 18:15:15,-9.4333,159.95,78.13,85,77,1.5
208,Curvelo,BR,2021-11-28 18:16:12,-18.7564,-44.4308,82.56,57,30,9.64
209,Sucua,EC,2021-11-28 18:16:12,-2.4667,-78.1667,88.54,45,20,5.75
210,Tessalit,ML,2021-11-28 18:16:12,20.1986,1.0114,81.5,20,100,10.54
211,Buedu,SL,2021-11-28 18:16:13,8.2803,-10.3719,79.66,67,65,1.45
212,Solaro,IT,2021-11-28 18:16:13,44.8799,9.1732,41.13,72,61,4.7
213,Provideniya,RU,2021-11-28 18:16:13,64.3833,-173.3,-5.51,77,3,4.94
214,Yagodnoye,RU,2021-11-28 18:16:14,62.55,149.6667,-12.95,95,100,2.48
215,Santiago Del Estero,AR,2021-11-28 18:12:49,-27.7951,-64.2615,89.58,19,40,16.84
216,Mar Del Plata,AR,2021-11-28 18:15:40,-38.0023,-57.5575,66.22,88,90,11.5
217,Riyadh,SA,2021-11-28 18:16:14,24.6877,46.7219,66.34,30,0,8.79
218,Katsuura,JP,2021-11-28 18:16:14,35.1333,140.3,48.31,56,1,4.34
219,Jackson,US,2021-11-28 18:13:28,42.4165,-122.8345,61.84,100,90,0.0
220,Ancud,CL,2021-11-28 18:16:15,-41.8697,-73.8203,60.33,63,82,10.09
221,Sweetwater,US,2021-11-28 18:16:15,25.7634,-80.3731,77.02,50,75,0.0
222,Faanui,PF,2021-11-28 18:15:50,-16.4833,-151.75,81.34,72,81,10.49
223,Fairbanks,US,2021-11-28 18:16:16,64.8378,-147.7164,-23.8,72,20,0.0
224,Port Hedland,AU,2021-11-28 18:15:15,-20.3167,118.5667,75.25,73,56,0.0
225,Dagana,MR,2021-11-28 18:16:16,16.5165,-15.5068,86.18,18,61,16.26
226,Sosnogorsk,RU,2021-11-28 18:16:16,63.6023,53.8817,26.62,96,100,6.64
227,Namwala,ZM,2021-11-28 18:16:17,-15.7504,26.4384,77.76,38,23,5.91
228,Seoul,KR,2021-11-28 18:12:09,37.5683,126.9778,38.64,30,100,1.52
229,Longyearbyen,SJ,2021-11-28 18:16:17,78.2186,15.6401,10.24,56,75,23.02
230,Totness,SR,2021-11-28 18:16:17,5.8833,-56.3167,83.98,64,41,11.18
231,Tambopata,PE,2021-11-28 18:16:18,-12.7333,-69.1833,78.69,89,75,5.75
232,Oistins,BB,2021-11-28 18:11:45,13.0667,-59.5333,86.09,66,40,16.11
233,Aswan,EG,2021-11-28 18:17:18,24.0934,32.907,79.23,24,0,9.89
234,Nishihara,JP,2021-11-28 18:17:19,26.1842,127.7558,70.88,60,75,13.8
235,Alofi,NU,2021-11-28 18:15:15,-19.0595,-169.9187,76.89,65,91,11.5
236,Vermilion,US,2021-11-28 18:17:19,40.1667,-87.7506,41.25,60,1,18.41
237,Morro Bay,US,2021-11-28 18:17:19,35.3658,-120.8499,64.96,33,0,1.39
238,Matara,LK,2021-11-28 18:17:20,5.9485,80.5353,75.79,92,98,3.51
239,Huarmey,PE,2021-11-28 18:17:20,-10.0681,-78.1522,72.34,75,69,10.89
240,Miquelon,PM,2021-11-28 18:17:20,47.0975,-56.3814,44.6,75,66,22.5
241,Zhigansk,RU,2021-11-28 18:17:20,66.7697,123.3711,-11.18,99,99,4.76
242,Dalby,AU,2021-11-28 18:17:21,-27.1833,151.2667,63.66,87,13,11.56
243,Beroroha,MG,2021-11-28 18:17:21,-21.6667,45.1667,79.88,42,0,2.62
244,Khanino,RU,2021-11-28 18:17:21,54.211,36.6229,33.91,92,93,5.66
245,Salinopolis,BR,2021-11-28 18:17:22,-0.6136,-47.3561,85.46,66,20,10.6
246,Aquiraz,BR,2021-11-28 18:17:22,-3.9014,-38.3911,87.89,63,36,13.29
247,Richards Bay,ZA,2021-11-28 18:17:23,-28.783,32.0377,73.24,75,19,16.24
248,Goya,AR,2021-11-28 18:17:23,-29.14,-59.2626,79.16,65,67,14.07
249,Makakilo City,US,2021-11-28 18:15:35,21.3469,-158.0858,71.92,80,1,4.61
250,Olafsvik,IS,2021-11-28 18:17:23,64.8945,-23.7142,42.76,96,100,6.42
251,Qaanaaq,GL,2021-11-28 18:15:14,77.484,-69.3632,-8.23,83,51,7.27
252,Comodoro Rivadavia,AR,2021-11-28 18:17:24,-45.8667,-67.5,78.66,21,0,28.77
253,Rodrigues Alves,BR,2021-11-28 18:17:24,-7.738,-72.6509,93.4,44,99,4.5
254,Henties Bay,NA,2021-11-28 18:17:24,-22.116,14.2845,61.54,87,3,9.33
255,Aksu,CN,2021-11-28 18:17:25,41.1231,80.2644,28.09,57,7,3.24
256,Okitipupa,NG,2021-11-28 18:17:25,6.5047,4.7839,79.03,85,93,4.29
257,Caraballeda,VE,2021-11-28 18:17:25,10.6112,-66.8522,77.07,100,20,5.75
258,Leningradskiy,RU,2021-11-28 18:17:26,69.3833,178.4167,-21.23,94,62,10.83
259,New Norfolk,AU,2021-11-28 18:17:26,-42.7826,147.0587,47.7,98,19,2.62
260,Kavieng,PG,2021-11-28 18:17:26,-2.5744,150.7967,80.98,80,70,9.08
261,Bambous Virieux,MU,2021-11-28 18:17:27,-20.3428,57.7575,77.25,78,20,4.61
262,Belmonte,BR,2021-11-28 18:17:27,-15.8631,-38.8828,82.9,83,78,14.76
263,Sambava,MG,2021-11-28 18:17:27,-14.2667,50.1667,76.95,86,56,7.87
264,Cuauhtemoc,MX,2021-11-28 18:17:27,28.4167,-106.8667,52.29,51,80,8.72
265,Alice Springs,AU,2021-11-28 18:16:29,-23.7,133.8833,56.75,77,0,0.0
266,Brazzaville,CG,2021-11-28 18:15:42,-4.2658,15.2832,76.46,88,82,1.23
267,Keetmanshoop,NA,2021-11-28 18:17:28,-26.5833,18.1333,81.52,12,0,9.35
268,Dingle,PH,2021-11-28 18:17:28,10.9995,122.6711,75.72,93,100,7.47
269,Pangnirtung,CA,2021-11-28 18:17:29,66.1451,-65.7125,26.6,59,90,16.11
270,Lavrentiya,RU,2021-11-28 18:17:29,65.5833,-171.0,-12.5,91,3,5.03
271,Namatanai,PG,2021-11-28 18:17:29,-3.6667,152.4333,78.93,83,88,5.59
272,Kermanshah,IR,2021-11-28 18:14:08,34.3142,47.065,54.5,41,75,2.3
273,Xai-Xai,MZ,2021-11-28 18:17:30,-25.0519,33.6442,74.59,58,18,15.99
274,Butaritari,KI,2021-11-28 18:17:30,3.0707,172.7902,81.07,79,75,13.04
275,Lima,PE,2021-11-28 18:14:32,-12.0432,-77.0282,66.45,73,75,6.91
276,Wewak,PG,2021-11-28 18:17:30,-3.5534,143.6268,79.11,84,90,1.01
277,Thai Binh,VN,2021-11-28 18:18:31,20.45,106.3333,69.8,66,47,4.54
278,Mutsu,JP,2021-11-28 18:18:31,41.2894,141.2169,44.53,69,6,13.62
279,Soyo,AO,2021-11-28 18:18:31,-6.1349,12.3689,79.34,85,72,8.97
280,Olmos,PE,2021-11-28 18:18:32,-5.9847,-79.7453,86.7,41,70,7.38
281,Belyy Yar,RU,2021-11-28 18:18:32,53.6039,91.3903,26.49,50,0,13.42
282,Bathsheba,BB,2021-11-28 18:17:40,13.2167,-59.5167,86.61,66,40,16.11
283,Puerto Madryn,AR,2021-11-28 18:18:33,-42.7692,-65.0385,75.54,25,43,10.04
284,Walvis Bay,NA,2021-11-28 18:18:33,-22.9575,14.5053,65.35,77,3,10.36
285,Ngunguru,NZ,2021-11-28 18:18:33,-35.6167,174.5,60.64,82,96,3.42
286,Gallup,US,2021-11-28 18:15:31,35.5281,-108.7426,52.56,42,1,0.0
287,Concepcion Del Uruguay,AR,2021-11-28 18:18:34,-32.4825,-58.2372,68.13,87,98,18.63
288,Tutoia,BR,2021-11-28 18:18:34,-2.7619,-42.2744,89.58,67,42,13.24
289,Husavik,IS,2021-11-28 18:18:34,66.0449,-17.3389,26.51,93,100,7.09
290,San Pedro,PH,2021-11-28 18:18:35,14.35,121.0167,78.03,89,20,1.14
291,Saint-Augustin,CA,2021-11-28 18:18:35,51.226,-58.6502,35.44,82,100,25.01
292,Prieska,ZA,2021-11-28 18:18:35,-29.6641,22.7474,75.63,26,6,8.34
293,Whitehorse,CA,2021-11-28 18:18:36,60.7161,-135.0538,-3.23,84,75,5.75
294,Srednekolymsk,RU,2021-11-28 18:18:36,67.45,153.6833,-33.03,98,100,7.34
295,Churapcha,RU,2021-11-28 18:18:36,62.0025,132.4325,-6.02,98,100,5.66
